learn_start;latest_hp_update;iteration;timesteps;learning_rate;act_loss__n;act_loss__mean;act_loss__std;act_loss__skew;act_loss__kurt;act_loss__min;act_loss__max;ent_loss__n;ent_loss__mean;ent_loss__std;ent_loss__skew;ent_loss__kurt;ent_loss__min;ent_loss__max;ent_loss_scaled__n;ent_loss_scaled__mean;ent_loss_scaled__std;ent_loss_scaled__skew;ent_loss_scaled__kurt;ent_loss_scaled__min;ent_loss_scaled__max;val_loss__n;val_loss__mean;val_loss__std;val_loss__skew;val_loss__kurt;val_loss__min;val_loss__max;val_loss_scaled__n;val_loss_scaled__mean;val_loss_scaled__std;val_loss_scaled__skew;val_loss_scaled__kurt;val_loss_scaled__min;val_loss_scaled__max;approx_kl__n;approx_kl__mean;approx_kl__std;approx_kl__skew;approx_kl__kurt;approx_kl__min;approx_kl__max;clip_frac__n;clip_frac__mean;clip_frac__std;clip_frac__skew;clip_frac__kurt;clip_frac__min;clip_frac__max;ratio__n;ratio__mean;ratio__std;ratio__min;ratio__max;scalar_loss__n;scalar_loss__mean;scalar_loss__std;scalar_loss__skew;scalar_loss__kurt;scalar_loss__min;scalar_loss__max;scalar_loss_scaled__n;scalar_loss_scaled__mean;scalar_loss_scaled__std;scalar_loss_scaled__skew;scalar_loss_scaled__kurt;scalar_loss_scaled__min;scalar_loss_scaled__max;angle_loss__n;angle_loss__mean;angle_loss__std;angle_loss__skew;angle_loss__kurt;angle_loss__min;angle_loss__max;angle_loss_scaled__n;angle_loss_scaled__mean;angle_loss_scaled__std;angle_loss_scaled__skew;angle_loss_scaled__kurt;angle_loss_scaled__min;angle_loss_scaled__max;rot6d_loss__n;rot6d_loss__mean;rot6d_loss__std;rot6d_loss__skew;rot6d_loss__kurt;rot6d_loss__min;rot6d_loss__max;rot6d_loss_scaled__n;rot6d_loss_scaled__mean;rot6d_loss_scaled__std;rot6d_loss_scaled__skew;rot6d_loss_scaled__kurt;rot6d_loss_scaled__min;rot6d_loss_scaled__max;binary_loss__n;binary_loss__mean;binary_loss__std;binary_loss__skew;binary_loss__kurt;binary_loss__min;binary_loss__max;binary_loss_scaled__n;binary_loss_scaled__mean;binary_loss_scaled__std;binary_loss_scaled__skew;binary_loss_scaled__kurt;binary_loss_scaled__min;binary_loss_scaled__max;wm_loss__n;wm_loss__mean;wm_loss__std;wm_loss__skew;wm_loss__kurt;wm_loss__min;wm_loss__max;wm_loss_scaled__n;wm_loss_scaled__mean;wm_loss_scaled__std;wm_loss_scaled__skew;wm_loss_scaled__kurt;wm_loss_scaled__min;wm_loss_scaled__max;updates;total_updates;expl_var;grad_norm__n;grad_norm__mean;grad_norm__std;grad_norm__skew;grad_norm__kurt;grad_norm__min;grad_norm__max;grad_clip_frac;auto_lr_event;auto_lr;act0__n;act0__mean;act0__std;act0__min;act0__max;act0__histogram_freqs;act0__histogram_edges;std0__n;std0__mean;std0__std;std0__skew;std0__kurt;std0__min;std0__max;act1__n;act1__mean;act1__std;act1__min;act1__max;act1__histogram_freqs;act1__histogram_edges;to_train_device_time;sampler_init_time;sampling_time__n;sampling_time__mean;sampling_time__std;sampling_time__skew;sampling_time__kurt;sampling_time__min;sampling_time__max;total_sampling_time;update_time__n;update_time__mean;update_time__std;update_time__skew;update_time__kurt;update_time__min;update_time__max;total_update_time;metrics_time;train_time;env_reset_time;to_rollout_device_time;reset_noise_time__n;reset_noise_time__mean;reset_noise_time__std;reset_noise_time__skew;reset_noise_time__kurt;reset_noise_time__min;reset_noise_time__max;total_reset_noise_time;policy_forward_time__n;policy_forward_time__mean;policy_forward_time__std;policy_forward_time__skew;policy_forward_time__kurt;policy_forward_time__min;policy_forward_time__max;total_policy_forward_time;env_step_time__n;env_step_time__mean;env_step_time__std;env_step_time__skew;env_step_time__kurt;env_step_time__min;env_step_time__max;total_env_step_time;buffer_add_time__n;buffer_add_time__mean;buffer_add_time__std;total_buffer_add_time;buffer_get_whole_episodes_time;rollout_time;ep_rew__n;ep_rew__mean;ep_rew__std;ep_rew__skew;ep_rew__kurt;ep_rew__min;ep_rew__max;ep_len__n;ep_len__mean;ep_len__std;ep_len__skew;ep_len__kurt;ep_len__min;ep_len__max;ep_time__n;ep_time__mean;ep_time__std;ep_rew_ema;best_ep_rew_ema;fps;timestamp
2026-02-17_23-05-20;2026-02-17_23-05-20;1;4109;1.098e-06;40;-0.025456;0.00962;-0.424272;2.728936;-0.050419;-0.008158;40;-2.026986;0.047457;-0.564495;4.303687;-2.18235;-1.934013;40;0.0;0.0;;;-0.0;-0.0;40;0.205767;0.020804;-0.372826;3.37556;0.146492;0.249925;40;0.102884;0.010402;-0.372826;3.37556;0.073246;0.124963;40;0.005291;0.001613;-0.588133;5.287526;-0.0;0.008956;40;0.053814;0.02749;0.692253;3.416091;0.0;0.124082;81920;1.000228;0.10483;0.61476;1.627255;40;0.314378;0.00294;-0.478864;3.665367;0.306001;0.320823;40;0.314378;0.00294;-0.478864;3.665367;0.306001;0.320823;40;0.339951;0.002715;-0.410738;2.425498;0.333054;0.344685;40;0.339951;0.002715;-0.410738;2.425498;0.333054;0.344685;40;0.033738;0.000903;-0.770954;3.410509;0.031473;0.035592;40;0.033738;0.000903;-0.770954;3.410509;0.031473;0.035592;40;0.669956;0.010658;0.389034;2.02808;0.654107;0.691486;40;0.669956;0.010658;0.389034;2.02808;0.654107;0.691486;40;1.358023;0.011345;0.118537;2.194981;1.332234;1.379172;40;0.135802;0.001135;0.118537;2.19498;0.133223;0.137917;40;40;0.0;40;2.369427;0.537308;0.234306;2.535564;1.303349;3.518046;0.0;warmup;1.098e-06;131488;-0.005315;0.235691;-0.774193;0.780724;[0.001924, 0.021059, 0.081513, 0.172198, 0.237946, 0.232607, 0.159802, 0.073094, 0.018367, 0.001491];[-0.774193, -0.618701, -0.463209, -0.307718, -0.152226, 0.003266, 0.158757, 0.314249, 0.469741, 0.625232, 0.780724];512;0.249959;0.000143;0.827205;3.138785;0.249713;0.250369;65744;0.746304;0.435129;0.0;1.0;[0.253696, 0.746304];[0.0, 0.5, 1.0];0.0050465000022086315;0.06310520000261022;40;0.000837;0.00198;6.083146;38.01199;0.000482;0.013204;0.033491700000013225;40;0.052236;0.090422;6.083043;38.011158;0.036209;0.616864;2.0894235000050685;0.0022715999984939117;2.123088500000449;0.038642899999103975;0.0013592000032076612;179;0.001516;0.014997;13.265134;176.977765;0.000307;0.201599;0.27139570002327673;179;0.00955;0.009346;12.713804;167.173957;0.007524;0.132478;1.7095069000170042;179;0.012985;0.00274;3.895234;27.288429;0.009855;0.035193;2.324403699974937;179;0.000394;0.000593;0.07049219997861655;0.1823530000037863;4.619995699998981;8;-0.093266;0.140576;0.284498;1.95415;-0.28315;0.133809;8;99.75;51.00919;0.002829;1.764418;22;178;8;2.428562;1.325515;;;597;2026-02-17T22:05:27+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;2;8218;1.196e-06;40;-0.042562;0.008724;-0.126438;3.258869;-0.063421;-0.021881;40;-2.046389;0.049112;-0.435963;2.564853;-2.176289;-1.957972;40;0.0;0.0;;;-0.0;-0.0;40;0.094681;0.00649;-0.039929;2.204861;0.081591;0.107739;40;0.04734;0.003245;-0.039929;2.204861;0.040796;0.05387;40;1.2e-05;1.3e-05;0.927229;2.679222;-0.0;4.5e-05;40;0.0;0.0;;;0.0;0.0;81920;1.000027;0.004858;0.962362;1.034615;40;0.31002;0.003539;0.257916;3.500484;0.300566;0.318127;40;0.31002;0.003539;0.257916;3.500484;0.300566;0.318127;40;0.367473;0.003238;-0.571801;2.590617;0.359761;0.372328;40;0.367473;0.003238;-0.571801;2.590617;0.359761;0.372328;40;0.03803;0.001335;-0.759613;2.842907;0.034688;0.039991;40;0.03803;0.001335;-0.759613;2.842907;0.034688;0.039991;40;0.628355;0.006115;0.253257;2.01649;0.617348;0.640917;40;0.628355;0.006115;0.253257;2.01649;0.617348;0.640917;40;1.343878;0.007865;-0.061273;2.733621;1.325345;1.362799;40;0.134388;0.000786;-0.061269;2.733625;0.132535;0.13628;40;80;0.0007534623146057129;40;2.313824;0.582049;0.658164;2.78013;1.301752;3.747217;0.0;warmup;1.196e-06;131488;-0.000894;0.236316;-0.801928;0.837552;[0.001316, 0.018428, 0.081871, 0.176739, 0.251361, 0.240098, 0.155946, 0.062606, 0.011028, 0.000608];[-0.801928, -0.63798, -0.474032, -0.310084, -0.146136, 0.017812, 0.18176, 0.345708, 0.509656, 0.673604, 0.837552];512;0.249958;0.000145;0.859178;3.20041;0.249712;0.250376;65744;0.75216;0.431762;0.0;1.0;[0.24784, 0.75216];[0.0, 0.5, 1.0];0.007915500002127374;0.008180099997844081;40;0.00052;4.5e-05;2.990883;14.202587;0.00048;0.000737;0.020807000000786502;40;0.037229;0.002479;3.590262;16.71978;0.035491;0.049596;1.4891744000051403;0.0020004999969387427;1.510132399998838;0.0;0.008207999999285676;179;0.000368;4.5e-05;2.491868;10.230047;0.000294;0.000601;0.0659325999840803;179;0.008301;0.000565;1.748491;5.680155;0.007589;0.010605;1.4858397000098194;179;0.01152;0.001754;3.516775;23.865654;0.009185;0.025001;2.062056599992502;179;0.000367;0.000517;0.06572789999336237;0.08336129999952391;3.7928699999974924;8;-0.236161;0.168879;0.897389;3.431035;-0.469065;0.134209;8;277.75;51.00919;0.002829;1.764418;200;356;8;8.889784;1.045336;;;772;2026-02-17T22:05:33+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;3;12327;1.294e-06;40;-0.022285;0.008135;0.139865;2.521729;-0.039954;-0.005887;40;-2.014341;0.057732;0.0562;2.202722;-2.118645;-1.905135;40;0.0;0.0;;;-0.0;-0.0;40;0.091486;0.006209;-0.077292;1.837784;0.08023;0.103092;40;0.045743;0.003104;-0.077292;1.837784;0.040115;0.051546;40;1.3e-05;1.2e-05;0.635016;2.212591;-0.0;4e-05;40;0.0;0.0;;;0.0;0.0;81920;1.000012;0.005194;0.967764;1.038227;40;0.300503;0.002143;-0.61908;3.276696;0.295;0.304394;40;0.300503;0.002143;-0.61908;3.276696;0.295;0.304394;40;0.350233;0.003476;0.045306;2.563272;0.343168;0.357153;40;0.350233;0.003476;0.045306;2.563272;0.343168;0.357153;40;0.03665;0.00116;0.720725;3.724242;0.034569;0.039983;40;0.03665;0.00116;0.720725;3.724242;0.034569;0.039983;40;0.645234;0.004758;0.341741;3.214301;0.635386;0.657079;40;0.645234;0.004758;0.341741;3.214301;0.635386;0.657079;40;1.33262;0.003777;-0.138654;2.852786;1.323583;1.340495;40;0.133262;0.000378;-0.138661;2.852794;0.132358;0.13405;40;120;0.00046068429946899414;40;2.172437;0.549479;0.520117;2.715578;1.145725;3.497693;0.0;warmup;1.294e-06;131488;-0.001914;0.23665;-0.78814;0.810676;[0.001825, 0.020184, 0.08162, 0.173058, 0.241916, 0.239208, 0.159467, 0.067337, 0.01442, 0.000966];[-0.78814, -0.628258, -0.468377, -0.308495, -0.148614, 0.011268, 0.17115, 0.331031, 0.490913, 0.650795, 0.810676];512;0.249958;0.000144;0.881993;3.224224;0.249717;0.250377;65744;0.748874;0.433664;0.0;1.0;[0.251126, 0.748874];[0.0, 0.5, 1.0];0.011914700000488665;0.008528999998816289;40;0.000678;0.000386;2.822161;9.780506;0.000486;0.002094;0.027128900001116563;40;0.049774;0.038311;3.835431;17.750326;0.035821;0.242439;1.9909533000027295;0.0020022999997308943;2.01901849999922;0.0;0.007956099998409627;179;0.00036;3.8e-05;2.330441;9.909048;0.000295;0.000541;0.06452510001327028;179;0.008197;0.000516;1.574863;5.768469;0.007285;0.010417;1.467227199998888;179;0.012472;0.002113;3.04316;14.999096;0.00911;0.023661;2.2325534999981755;179;0.000361;0.00051;0.06454729999677511;0.08938260000286391;3.947509000001446;8;-0.501865;0.330706;0.084229;1.694633;-0.983237;-0.013936;8;453.125;47.319228;-0.174151;1.657578;378;512;8;14.1984;1.018042;;;685;2026-02-17T22:05:39+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;4;16436;1.392e-06;40;-0.01116;0.011086;-0.057319;2.198015;-0.034072;0.007398;40;-2.011274;0.04613;-0.53383;3.95273;-2.152385;-1.915079;40;0.0;0.0;;;-0.0;-0.0;40;0.078184;0.004291;-0.504821;2.68505;0.067142;0.085353;40;0.039092;0.002146;-0.504821;2.68505;0.033571;0.042677;40;3.7e-05;3.8e-05;0.879114;2.515509;-0.0;0.000126;40;0.0;0.0;;;0.0;0.0;81920;0.999991;0.008487;0.947889;1.065099;40;0.304772;0.003008;0.318613;2.462351;0.298816;0.310714;40;0.304772;0.003008;0.318613;2.462351;0.298816;0.310714;40;0.35717;0.002859;0.136974;2.570007;0.351644;0.363482;40;0.35717;0.002859;0.136974;2.570007;0.351644;0.363482;40;0.03746;0.00083;0.091941;2.819839;0.035695;0.039383;40;0.03746;0.00083;0.091941;2.819839;0.035695;0.039383;40;0.644986;0.004462;0.448174;2.566455;0.637045;0.655426;40;0.644986;0.004462;0.448174;2.566455;0.637045;0.655426;40;1.344388;0.004972;-0.194867;2.306115;1.332136;1.352255;40;0.134439;0.000497;-0.19487;2.306112;0.133214;0.135226;40;160;0.00012737512588500977;40;2.340908;0.501658;0.540758;3.557135;1.296336;3.687992;0.0;warmup;1.392e-06;131488;-0.002374;0.235765;-0.772731;0.797263;[0.002091, 0.021454, 0.083947, 0.175697, 0.241125, 0.233322, 0.155923, 0.06939, 0.01591, 0.001141];[-0.772731, -0.615732, -0.458732, -0.301733, -0.144733, 0.012266, 0.169265, 0.326265, 0.483264, 0.640264, 0.797263];512;0.24996;0.000143;0.900314;3.245085;0.249717;0.250377;65744;0.750487;0.432735;0.0;1.0;[0.249513, 0.750487];[0.0, 0.5, 1.0];0.012425499997334555;0.010654400000930764;40;0.000614;0.000368;4.030138;18.286378;0.000471;0.002426;0.024572400005126838;40;0.042497;0.024904;4.178228;18.689933;0.035627;0.161168;1.6998616000055335;0.0019962000005762093;1.7245904000010341;0.0;0.007908600000519073;179;0.000361;3.6e-05;2.370594;10.855754;0.000292;0.000544;0.064604999985022;179;0.008284;0.000587;1.809509;7.762154;0.007459;0.011537;1.4828546999960963;179;0.012573;0.002319;3.073865;15.321286;0.009131;0.025309;2.2506239999929676;179;0.000372;0.000559;0.06657800000539282;0.08775689999674796;3.983038599999418;8;-0.79344;0.551916;-1.360101;3.782309;-2.071904;-0.280577;8;512.0;0.0;;;512;512;8;16.95986;0.904088;;;716;2026-02-17T22:05:44+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;5;20545;1.4900000000000001e-06;40;-0.019284;0.009789;0.64124;3.090645;-0.03769;0.004616;40;-2.005355;0.044734;0.09415;2.241325;-2.086453;-1.914624;40;0.0;0.0;;;-0.0;-0.0;40;0.059442;0.003671;-0.28547;2.821907;0.051491;0.066326;40;0.029721;0.001836;-0.28547;2.821907;0.025745;0.033163;40;5.4e-05;5.1e-05;0.803221;2.451794;-0.0;0.000176;40;0.0;0.0;;;0.0;0.0;81920;1.000006;0.010255;0.934467;1.07346;40;0.308366;0.002647;-0.118257;2.521294;0.302864;0.314206;40;0.308366;0.002647;-0.118257;2.521294;0.302864;0.314206;40;0.365573;0.002723;-0.257029;2.525112;0.359437;0.370499;40;0.365573;0.002723;-0.257029;2.525112;0.359437;0.370499;40;0.039446;0.000906;0.091371;1.863579;0.0377;0.040991;40;0.039446;0.000906;0.091371;1.863579;0.0377;0.040991;40;0.643931;0.005334;-0.100964;2.817718;0.632495;0.656236;40;0.643931;0.005334;-0.100964;2.817718;0.632495;0.656236;40;1.357315;0.005242;0.182563;2.363144;1.346603;1.368702;40;0.135732;0.000524;0.182567;2.363143;0.13466;0.13687;40;200;0.0006464719772338867;40;2.161272;0.474625;0.627171;2.84559;1.430733;3.288044;0.0;warmup;1.4900000000000001e-06;131488;-0.00075;0.236147;-0.76771;0.772426;[0.002046, 0.021439, 0.080167, 0.16708, 0.234691, 0.232614, 0.162562, 0.077087, 0.020291, 0.002023];[-0.76771, -0.613696, -0.459683, -0.305669, -0.151655, 0.002358, 0.156372, 0.310385, 0.464399, 0.618413, 0.772426];512;0.249963;0.000144;0.921518;3.297659;0.24972;0.250383;65744;0.750608;0.432664;0.0;1.0;[0.249392, 0.750608];[0.0, 0.5, 1.0];0.013345200000912882;0.008490899999742396;40;0.000602;0.000409;4.850431;26.224615;0.000477;0.002911;0.02409579999221023;40;0.04205;0.026988;5.522472;32.87559;0.03568;0.204403;1.6820131999738805;0.001973599999473663;1.7062634999965667;0.0;0.007654499997443054;179;0.000361;3.6e-05;2.323009;11.383529;0.000293;0.000557;0.06468059998587705;179;0.008284;0.000631;3.080671;19.668155;0.007551;0.013009;1.4828209999905084;179;0.013081;0.00214;2.640847;13.023161;0.009908;0.025502;2.3415145999824745;179;0.000368;0.000527;0.06589690001419513;0.09715710000091349;4.082722600000125;8;-0.456249;0.449076;-0.555466;2.347623;-1.32195;0.135701;8;512.0;0.0;;;512;512;8;16.48468;0.50078;;;706;2026-02-17T22:05:50+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;6;24654;1.588e-06;40;0.022065;0.01086;0.177036;2.421258;-0.004272;0.044892;40;-2.011344;0.051292;0.203162;2.789929;-2.102579;-1.871821;40;0.0;0.0;;;-0.0;-0.0;40;0.065381;0.004442;-0.3478;2.602921;0.05468;0.073586;40;0.032691;0.002221;-0.3478;2.602921;0.02734;0.036793;40;4.1e-05;3.6e-05;0.764659;2.462522;-0.0;0.000127;40;0.0;0.0;;;0.0;0.0;81920;0.999956;0.008784;0.93945;1.059667;40;0.307785;0.003094;-0.169141;2.372002;0.301672;0.313947;40;0.307785;0.003094;-0.169141;2.372002;0.301672;0.313947;40;0.370441;0.003;0.235015;2.565193;0.364791;0.376704;40;0.370441;0.003;0.235015;2.565193;0.364791;0.376704;40;0.039801;0.001022;0.054514;2.188842;0.037942;0.042088;40;0.039801;0.001022;0.054514;2.188842;0.037942;0.042088;40;0.647904;0.006187;0.046574;2.40514;0.635506;0.660656;40;0.647904;0.006187;0.046574;2.40514;0.635506;0.660656;40;1.36593;0.005071;-0.194907;2.333109;1.354446;1.375628;40;0.136593;0.000507;-0.194908;2.333113;0.135445;0.137563;40;240;-0.0004620552062988281;40;2.183382;0.552694;0.332785;2.711148;1.110591;3.494447;0.0;warmup;1.588e-06;131488;-0.001247;0.236134;-0.783261;0.770845;[0.001734, 0.018275, 0.074585, 0.164722, 0.233656, 0.235238, 0.16816, 0.08035, 0.021158, 0.002122];[-0.783261, -0.62785, -0.47244, -0.317029, -0.161619, -0.006208, 0.149202, 0.304613, 0.460023, 0.615434, 0.770845];512;0.249963;0.000142;0.915477;3.284734;0.249721;0.250381;65744;0.750198;0.432902;0.0;1.0;[0.249802, 0.750198];[0.0, 0.5, 1.0];0.012621199999557575;0.00930280000102357;40;0.000576;0.000328;5.454528;32.38186;0.000478;0.002544;0.02305030000570696;40;0.042384;0.025863;4.419361;21.31421;0.035724;0.176842;1.6953758000163361;0.002136799997970229;1.719364599997789;0.0;0.007423999999446096;179;0.000365;3.8e-05;2.856111;13.793458;0.000291;0.000599;0.0653164999857836;179;0.009413;0.013393;13.197038;175.770202;0.007414;0.187781;1.6849584999945364;179;0.012748;0.002744;4.164864;25.67881;0.009909;0.032306;2.281845500023337;179;0.000386;0.000646;0.06908939999630093;0.08776910000233329;4.21759849999944;8;-0.633205;0.352331;0.239896;2.51849;-1.201044;0.029139;8;512.0;0.0;;;512;512;8;16.82862;0.657043;;;688;2026-02-17T22:05:56+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;7;28763;1.686e-06;40;-0.005452;0.010673;0.082275;3.020874;-0.028756;0.020663;40;-2.008983;0.046693;0.102331;3.890876;-2.117782;-1.896535;40;0.0;0.0;;;-0.0;-0.0;40;0.055095;0.003549;0.703175;4.772587;0.046645;0.066687;40;0.027547;0.001775;0.703175;4.772587;0.023322;0.033344;40;3.8e-05;4.1e-05;0.96741;2.735904;-0.0;0.000143;40;0.0;0.0;;;0.0;0.0;81920;0.999975;0.008777;0.930599;1.060393;40;0.304892;0.002928;0.740146;4.456054;0.298626;0.31443;40;0.304892;0.002928;0.740146;4.456054;0.298626;0.31443;40;0.366229;0.002968;0.090176;2.282899;0.359979;0.371873;40;0.366229;0.002968;0.090176;2.282899;0.359979;0.371873;40;0.039002;0.001096;0.496613;2.400107;0.037306;0.04166;40;0.039002;0.001096;0.496613;2.400107;0.037306;0.04166;40;0.665415;0.007202;-0.285429;2.281476;0.649589;0.676892;40;0.665415;0.007202;-0.285429;2.281476;0.649589;0.676892;40;1.375538;0.005214;-0.612394;2.602645;1.362333;1.382774;40;0.137554;0.000521;-0.612392;2.602644;0.136233;0.138277;40;280;0.0003826618194580078;40;2.396023;0.504748;0.298701;2.65692;1.445285;3.618306;0.0;warmup;1.686e-06;131488;0.000954;0.236253;-0.846218;0.79133;[0.000403, 0.010214, 0.057443, 0.150599, 0.235238, 0.252822, 0.185431, 0.085354, 0.020914, 0.001582];[-0.846218, -0.682463, -0.518709, -0.354954, -0.191199, -0.027444, 0.136311, 0.300065, 0.46382, 0.627575, 0.79133];512;0.249961;0.000141;0.904116;3.251509;0.249715;0.250376;65744;0.750654;0.432638;0.0;1.0;[0.249346, 0.750654];[0.0, 0.5, 1.0];0.01023170000189566;0.008513499997206964;40;0.000588;0.000372;5.564708;33.485855;0.000469;0.002836;0.02351240000643884;40;0.041543;0.026321;5.834529;35.837165;0.035964;0.20348;1.6617131999992125;0.002000099997530924;1.6853737000019464;0.0;0.007383800002571661;179;0.000361;3.8e-05;2.384527;10.030736;0.000292;0.000542;0.06461500001387321;179;0.008372;0.00063;1.76185;5.755181;0.007545;0.010963;1.4986574000140536;179;0.013189;0.001883;2.61447;15.043541;0.009747;0.025645;2.3607567999788444;179;0.00037;0.000533;0.06617320000077598;0.10122299999784445;4.120514199999889;8;-0.691831;0.49051;0.328351;1.8496;-1.288355;0.161692;8;512.0;0.0;;;512;512;8;16.83829;0.617446;;;704;2026-02-17T22:06:02+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;8;32872;1.784e-06;40;-0.045935;0.01084;0.425219;3.692045;-0.066147;-0.013207;40;-2.02127;0.047377;0.443188;3.090572;-2.101894;-1.885263;40;0.0;0.0;;;-0.0;-0.0;40;0.075356;0.005705;0.307214;3.099277;0.063737;0.089338;40;0.037678;0.002852;0.307214;3.099277;0.031868;0.044669;40;0.000124;0.00012;0.786063;2.346509;-0.0;0.000396;40;0.0;0.0;;;0.0;0.0;81920;0.999993;0.015653;0.880896;1.120964;40;0.301968;0.002584;0.05443;2.686129;0.295598;0.307468;40;0.301968;0.002584;0.05443;2.686129;0.295598;0.307468;40;0.35833;0.003121;0.333919;2.557942;0.35188;0.365403;40;0.35833;0.003121;0.333919;2.557942;0.35188;0.365403;40;0.037742;0.000925;0.277739;2.303893;0.036087;0.039725;40;0.037742;0.000925;0.277739;2.303893;0.036087;0.039725;40;0.690506;0.006607;-0.54461;3.265725;0.674271;0.705136;40;0.690506;0.006607;-0.54461;3.265725;0.674271;0.705136;40;1.388546;0.004019;-0.150299;2.669438;1.379275;1.396372;40;0.138855;0.000402;-0.150307;2.669454;0.137927;0.139637;40;320;0.0009542107582092285;40;2.37064;0.528903;-0.215276;2.56177;1.131057;3.37513;0.0;warmup;1.784e-06;131488;0.000653;0.23653;-0.807028;0.810241;[0.00124, 0.016154, 0.073178, 0.168122, 0.242106, 0.242889, 0.167711, 0.071543, 0.015933, 0.001126];[-0.807028, -0.645301, -0.483575, -0.321848, -0.160121, 0.001606, 0.163333, 0.32506, 0.486787, 0.648514, 0.810241];512;0.249962;0.000142;0.868085;3.188017;0.249718;0.250379;65744;0.752221;0.431726;0.0;1.0;[0.247779, 0.752221];[0.0, 0.5, 1.0];0.012928999996802304;0.010171800000534859;40;0.000647;0.000423;3.844288;16.510052;0.000467;0.002555;0.02589599999555503;40;0.045544;0.028154;3.554581;14.487264;0.035647;0.17211;1.8217701999965357;0.004782899999554502;1.8478529000021808;0.0;0.007551499998953659;179;0.00037;5e-05;2.411398;8.865347;0.000295;0.000587;0.06614460000855615;179;0.008366;0.000719;2.685723;15.548939;0.007535;0.013383;1.497586700010288;179;0.01267;0.002507;4.583814;30.95697;0.009747;0.031768;2.2679651000071317;179;0.000365;0.000508;0.06531370000811876;0.08809690000271075;4.013593300001958;8;-0.480861;0.34017;-0.660631;2.42251;-1.156339;-0.081037;8;512.0;0.0;;;512;512;8;16.798319;0.611975;;;697;2026-02-17T22:06:08+00:00
2026-02-17_23-05-20;2026-02-17_23-05-20;9;36981;1.882e-06;40;-0.013315;0.01208;-0.095608;1.972977;-0.0372;0.008157;40;-2.028719;0.051938;-0.114189;2.108674;-2.135458;-1.937108;40;0.0;0.0;;;-0.0;-0.0;40;0.071165;0.00487;0.159987;2.298949;0.060754;0.081058;40;0.035582;0.002435;0.159987;2.298949;0.030377;0.040529;40;4e-05;3.7e-05;0.969557;2.850279;-0.0;0.000138;40;0.0;0.0;;;0.0;0.0;81920;1.00001;0.008863;0.946267;1.058114;40;0.301063;0.003535;-0.373834;2.104676;0.293976;0.30622;40;0.301063;0.003535;-0.373834;2.104676;0.293976;0.30622;40;0.358057;0.003425;0.272922;2.809673;0.351075;0.365811;40;0.358057;0.003425;0.272922;2.809673;0.351075;0.365811;40;0.038171;0.000985;-0.087184;2.711939;0.035821;0.040297;40;0.038171;0.000985;-0.087184;2.711939;0.035821;0.040297;40;0.692627;0.007675;-0.167813;2.796592;0.673147;0.708162;40;0.692627;0.007675;-0.167813;2.796592;0.673147;0.708162;40;1.389918;0.004291;0.602419;3.573238;1.382189;1.402776;40;0.138992;0.000429;0.602412;3.573222;0.138219;0.140278;40;360;0.0003186464309692383;40;2.221169;0.463835;0.114463;3.2186;1.125009;3.338745;0.0;warmup;1.882e-06;131488;0.000759;0.236756;-0.800626;0.781599;[0.000996, 0.016123, 0.070759, 0.161969, 0.233672, 0.24022, 0.172632, 0.081452, 0.020413, 0.001764];[-0.800626, -0.642404, -0.484181, -0.325959, -0.167736, -0.009514, 0.148709, 0.306931, 0.465154, 0.623377, 0.781599];512;0.249961;0.000142;0.824214;3.12058;0.249719;0.250378;65744;0.748494;0.433882;0.0;1.0;[0.251506, 0.748494];[0.0, 0.5, 1.0];0.012843099997553509;0.009717000000819098;40;0.00053;8.4e-05;4.955996;28.897135;0.000477;0.001017;0.02120409999770345;40;0.04109;0.026468;6.080327;37.989636;0.035826;0.206341;1.6435925000041607;0.0019571000011637807;1.6657457999972394;0.0;0.10166310000204248;179;0.000508;0.001882;13.250106;176.712476;0.000291;0.025603;0.09097089996430441;179;0.008568;0.002283;10.229849;123.069312;0.00752;0.036368;1.5336307999859855;179;0.012948;0.002322;3.896116;23.801188;0.009812;0.028366;2.317633200036653;179;0.000375;0.000569;0.0671132999668771;0.08629989999826648;4.218252200000279;8;-0.402178;0.25735;-0.210758;1.389894;-0.781268;-0.113943;8;512.0;0.0;;;512;512;8;17.053855;0.676302;;;695;2026-02-17T22:06:14+00:00
