target,checkpoint,unit_count,pool_size,episodes,success_count,success_rate_percent,episode_return_mean,episode_return_std,progress_reward_mean,progress_reward_std,guidance_reward_mean,guidance_reward_std,episode_length_mean,episode_length_std,successful_connections_per_unit_mean,successful_connections_per_unit_std,successful_connections_per_unit_min,successful_connections_per_unit_max,successful_connections_per_unit_successful_episodes_mean,successful_connections_per_unit_successful_episodes_std,successful_connections_per_unit_successful_episodes_min,successful_connections_per_unit_successful_episodes_max,successful_connections_per_unit_unsuccessful_episodes_mean,successful_connections_per_unit_unsuccessful_episodes_std,successful_connections_per_unit_unsuccessful_episodes_min,successful_connections_per_unit_unsuccessful_episodes_max
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_12-49-19/models/model_150001664_steps_final.pt,4,50,512,484,94.53125,17.21398559417787,3.3446688156970636,17.388549583784716,3.3029411892234983,-0.17456396636112004,0.1174893785967184,267.66015625,95.55275934647615,1.53515625,1.6225144439716537,0.0,28.0,1.503099173553719,1.5892818687882373,0.0,28.0,2.0892857142857144,2.037827868965116,0.0,14.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_12-49-20/models/model_150001664_steps_final.pt,4,50,512,480,93.75,17.176678221338193,3.316161722803028,17.36574562471945,3.210727882068112,-0.18906738445593874,0.14976993913289974,219.646484375,92.46788941885654,1.2001953125,0.6687499708177321,0.0,7.0,1.196875,0.6273212093067535,0.0,7.0,1.25,1.1180339917841196,0.0,6.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_23-52-11/models/model_150001664_steps_final.pt,4,50,512,367,71.6796875,14.293368178788114,6.042594320016363,14.556896531849276,5.997544811851319,-0.2635283226031788,0.1650816845151265,376.849609375,110.79775899486826,1.474609375,1.7363698681476645,0.0,33.0,1.3079019073569482,1.3202541722111703,0.0,27.0,1.896551724137931,2.4465997174234433,0.0,33.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_23-52-34/models/model_150001664_steps_final.pt,4,50,512,390,76.171875,14.52773255677667,6.263144214682848,14.778285319986225,6.204532564100944,-0.25055273655289056,0.17431673027673986,353.08984375,112.1081880789739,1.5185546875,1.2560974200312696,0.0,17.0,1.4282051282051282,1.2408534544631638,0.0,17.0,1.8073770491803278,1.2609304448969951,0.0,11.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-08-15_11-45-06/models/model_150001664_steps_final.pt,4,50,512,492,96.09375,17.443975650588754,2.7913382546881693,17.61799324685025,2.7446957020394778,-0.17401757963762066,0.1180537728862131,237.029296875,86.22590877931131,1.359375,0.9746543853821147,0.0,10.0,1.3434959349593496,0.9552477930986785,0.0,10.0,1.75,1.3086252361793644,0.0,6.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_12-49-19/models/model_150001664_steps_final.pt,5,50,512,426,83.203125,16.04375914423596,4.553179353159125,16.277979410396107,4.498872525547605,-0.2342203205680562,0.13871518908228003,318.3984375,112.87756709731387,1.7578125292202458,1.476620361020768,0.0,25.0,1.7558685730040913,1.4862517967981312,0.0,25.0,1.767441893732825,1.427914553223211,0.0,10.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_12-49-20/models/model_150001664_steps_final.pt,5,50,512,455,88.8671875,16.65092677374816,3.861656425655566,16.87061692551279,3.8189523307392776,-0.21969024169652585,0.10126405646270516,262.990234375,108.95547176029099,1.4421875334810466,0.9386334219476595,0.0,10.0,1.422417617237175,0.8763201481048912,0.0,10.0,1.6000000227961624,1.3250620494267558,0.0,9.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_23-52-11/models/model_150001664_steps_final.pt,5,50,512,328,64.0625,13.40872879020823,6.220745362776197,13.735012733934006,6.180065794072558,-0.3262839958147197,0.1469850380916911,401.46484375,104.26631099155703,1.5992187770316377,1.624615125976535,0.0,39.0,1.5414634466898152,1.184550035982269,0.0,22.0,1.7021739311192348,2.1969335151912217,0.0,39.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-07-17_23-52-34/models/model_150001664_steps_final.pt,5,50,512,337,65.8203125,13.4239569072514,6.517317107541807,13.714256082144054,6.489371681043137,-0.2902992290005386,0.13125786262127936,389.55859375,111.96792790470163,1.719531279988587,1.4867413162000127,0.0,23.0,1.6035608629798324,1.4094169431548547,0.0,23.0,1.9428571687425886,1.6018356731124148,0.0,15.0
po_wall_tmasac,/home/brn/git/swarm-bots/runs/thesis_mjw_po_wall_disconnected_finetune_hard_wall_50m/tmasac_baseline/2026-08-15_11-45-06/models/model_150001664_steps_final.pt,5,50,512,451,88.0859375,16.605306255977958,3.8664259206723375,16.820131991844057,3.8168442237685847,-0.2148257886196916,0.11063963813177889,282.447265625,106.44469823145582,1.631250029313378,1.4601342936832753,0.0,26.0,1.6470066823081801,1.4742456049278836,0.0,26.0,1.5147541194665628,1.3455251706460767,0.0,12.0
